customer_id,address,type
48b20902-6b29-4155-a4b8-28cd929d01c4,65131 Kropf Place,Residential
48b20902-6b29-4155-a4b8-28cd929d01c4,52073 Summerview Street,Residential
f32657c3-9ccc-4fc0-b4cf-8e2f46f2e572,72284 Morning Circle,Residential
f32657c3-9ccc-4fc0-b4cf-8e2f46f2e572,89 Stuart Center,Residential
6f4e2382-4122-4432-8a7b-053f7fffd87e,48 Steensland Terrace,Residential
6f4e2382-4122-4432-8a7b-053f7fffd87e,18647 Havey Point,Residential
6ca8a5ea-721a-4f5f-ae29-0a2f5d9ab947,4780 Ramsey Circle,Residential
ea7fb0bd-7f53-41a2-b7a4-f857cf6309c6,5428 Sunnyside Terrace,Residential
ea7fb0bd-7f53-41a2-b7a4-f857cf6309c6,5 Westridge Street,Residential
ea7fb0bd-7f53-41a2-b7a4-f857cf6309c6,30094 Tomscot Park,Residential
39d5f2e7-242f-440c-93ba-16f38de5744c,0887 Corben Place,Residential
39d5f2e7-242f-440c-93ba-16f38de5744c,11 Mendota Way,Residential
f8cc30aa-b851-456d-98b6-a015476bb878,155 Melrose Center,Residential
63c2645d-e8e2-4111-a8fd-7b6ffa8ff16f,305 Vermont Street,Residential
63c2645d-e8e2-4111-a8fd-7b6ffa8ff16f,95679 Texas Way,Residential
63c2645d-e8e2-4111-a8fd-7b6ffa8ff16f,3 Ridgeview Junction,Residential
417149a8-7e8d-4617-90dc-105241bca718,700 Cottonwood Court,Residential
cf9567b4-698f-47b1-b13e-6b8bfc1403a6,06 Logan Lane,Residential
b16d0c21-f342-4299-bff7-a6d65e0a171b,5 Annamark Drive,Residential
a43d2762-90b0-423d-9b68-9b4cbe62b07c,98 Commercial Terrace,Residential
d9065100-4fe0-475a-b4a5-868437713502,45037 Sheridan Lane,Residential
6abf3c8d-48ac-456e-97c1-01f0a28172ad,155 Homewood Road,Residential
6abf3c8d-48ac-456e-97c1-01f0a28172ad,95247 Meadow Vale Hill,Residential
6abf3c8d-48ac-456e-97c1-01f0a28172ad,55 Kinsman Circle,Residential
7e01bd8c-05c8-4af6-834d-dd46797682c0,0610 Butterfield Crossing,Residential
04665d85-aa40-42cf-8d54-d3838e4d3d8a,67790 Laurel Point,Residential
70f4b5d0-f7b8-4dad-99cd-07d2630c51e8,85355 Schmedeman Crossing,Residential
b45f52fb-7937-4e28-ac0f-95d72a855a11,0 Fulton Circle,Residential
99a8192e-22ab-49c1-a95a-9ff23579432a,3388 Pine View Street,Residential
6b08ec3a-ef94-4c09-9347-f05ed26b2feb,5 Truax Court,Residential
31778595-3e17-4876-a6fe-a95eaa0e0d98,8 Pierstorff Court,Residential
31778595-3e17-4876-a6fe-a95eaa0e0d98,12 Orin Crossing,Residential
c897b6f5-5926-4c43-b8d0-385a92832e3e,6530 Katie Court,Residential
b25e51e2-ddcb-44f3-a47e-056f22b6d767,03 Spenser Road,Residential
2076e65d-efc1-4713-b8a0-1b9e263af406,43393 Waubesa Way,Residential
e45267d1-af40-4327-8974-38ef80086193,7 Loomis Trail,Residential
e45267d1-af40-4327-8974-38ef80086193,12 Shasta Center,Residential
a53db349-5937-4b24-92dd-da48584948d0,25 Dayton Place,Residential
e37a88fb-7eaa-4aa1-b542-8f87f42006a6,9 Mesta Street,Residential
d8e07755-7a2a-40f6-aca8-01d8d0a4a729,8564 Prairie Rose Junction,Residential
abe5bccb-f7fd-4e40-a6ad-bc55f8b8f946,605 Delaware Street,Residential
abe5bccb-f7fd-4e40-a6ad-bc55f8b8f946,62710 John Wall Way,Residential
abe5bccb-f7fd-4e40-a6ad-bc55f8b8f946,8 Delaware Point,Residential
294ff0e8-e21b-4974-88bb-44ba5eaf0239,506 Aberg Terrace,Residential
de3f01b3-4899-4abb-aa54-025acf6695c8,1097 Northwestern Alley,Residential
de3f01b3-4899-4abb-aa54-025acf6695c8,143 Sherman Parkway,Residential
1a9803bb-9a36-40b4-b60e-085f6b8a4445,2915 Onsgard Alley,Residential
843f77ac-71c3-457b-bfc5-669a06c27023,54 Miller Crossing,Residential
a4e9bd99-b132-4279-8e64-2d887c17e49e,1 Dottie Center,Commercial
a4e9bd99-b132-4279-8e64-2d887c17e49e,71 Mockingbird Road,Commercial
a4e9bd99-b132-4279-8e64-2d887c17e49e,72 Lakewood Crossing,Commercial
0b61812b-47cd-41f4-a0fd-ef95c2c15fdc,440 Crownhardt Pass,Residential
0b61812b-47cd-41f4-a0fd-ef95c2c15fdc,3337 Barnett Road,Residential
0b61812b-47cd-41f4-a0fd-ef95c2c15fdc,1 Surrey Hill,Residential
1f786b52-23c4-4967-992c-7463cc3d649f,51725 Harper Center,Residential
c932d2c3-7952-4b9c-b70d-b9ccc5768dac,37714 Sycamore Crossing,Commercial
c932d2c3-7952-4b9c-b70d-b9ccc5768dac,67085 Dryden Parkway,Commercial
c932d2c3-7952-4b9c-b70d-b9ccc5768dac,7796 Norway Maple Point,Commercial
c9707129-d53c-4e44-804c-864fb149cb00,59561 Sundown Junction,Residential
705d826a-27f3-4e77-b7e7-a55b359a26fa,3274 Dennis Trail,Residential
52209716-88a2-4142-88cb-7761084bbb0e,6 Annamark Trail,Residential
02ebc286-5881-4e94-b700-dbc8d9824493,2478 Golf Course Court,Residential
5245425c-f962-4b14-b034-c2366c485259,71434 Summerview Parkway,Residential
bb4f0c7d-e7f0-4fe1-a0db-6766264acb8a,093 New Castle Road,Residential
bb4f0c7d-e7f0-4fe1-a0db-6766264acb8a,5371 Oak Valley Parkway,Residential
9fcfac63-0da2-4c5c-b304-b375d713b947,033 Mosinee Avenue,Residential
9fcfac63-0da2-4c5c-b304-b375d713b947,72 Lakewood Crossing,Residential
9fcfac63-0da2-4c5c-b304-b375d713b947,81533 Judy Point,Residential
d21a5bca-f066-4531-b98e-9a348f1be8f7,01559 Sutteridge Trail,Residential
d21a5bca-f066-4531-b98e-9a348f1be8f7,1 Surrey Hill,Residential
600c3049-4f8f-4e64-8597-e862fe7b29f3,50939 Schlimgen Center,Residential
600c3049-4f8f-4e64-8597-e862fe7b29f3,525 Menomonie Way,Residential
e44e7b67-a96d-491f-8fe2-fe2a5a390e0a,21669 Judy Alley,Residential
a8d0e3a4-1860-49c5-97fa-fb12c5ee3543,710 Homewood Lane,Residential
b8fb0402-7aa7-4ce7-b4be-9e97d2be121f,2531 Memorial Way,Residential
41f389cd-749f-4bbf-b9e6-a5b98d47b163,876 Birchwood Trail,Residential
d0db89a3-a52c-4c32-91ae-3ebf83111d92,96 Summit Point,Residential
d0db89a3-a52c-4c32-91ae-3ebf83111d92,85 Upham Lane,Residential
d0db89a3-a52c-4c32-91ae-3ebf83111d92,96 Reindahl Place,Residential
156727be-fbfd-442e-89d1-7b1ce8de93af,702 Dayton Point,Residential
b833bce0-270f-4de1-a57b-71d2ae4a938f,95 Center Pass,Residential
e4a6c651-f2c2-466a-896c-456e56b7bb91,0799 Drewry Lane,Residential
f988e150-0919-4d62-8a25-acc443d18aa8,474 Scofield Way,Residential
f988e150-0919-4d62-8a25-acc443d18aa8,77379 Clove Lane,Residential
85898427-d178-4c34-a1cb-c3b6239d6cf2,95 Veith Junction,Residential
ef09e6ef-959a-46e8-b6f9-9ed8c8ae7a42,729 Monica Trail,Commercial
30ada524-9037-4705-bcf1-8fbfef5671d7,1 Charing Cross Junction,Residential
09a2b24f-f2cb-4615-b9fa-17e8637cda32,8611 Corben Street,Residential
09a2b24f-f2cb-4615-b9fa-17e8637cda32,36 Golf View Plaza,Residential
09a2b24f-f2cb-4615-b9fa-17e8637cda32,3935 Sunbrook Street,Residential
ec8e5212-ddea-47e9-bba9-9b7af0570d90,50 Sachtjen Pass,Residential
ec8e5212-ddea-47e9-bba9-9b7af0570d90,8 Bowman Way,Residential
af89bfae-08c5-4579-8dd8-e39d8975029f,88 Carpenter Hill,Residential
0ebd9143-d35a-4c90-9587-2cbf9af21547,3991 Forest Lane,Residential
359ed037-95ab-43f7-ada5-c9f2e372069a,6 Spaight Street,Residential
359ed037-95ab-43f7-ada5-c9f2e372069a,0 1st Avenue,Residential
e439c804-444c-4908-b158-8f0295af592b,5 Dapin Drive,Residential
70492aad-a106-427a-9483-85e6186a3119,123 Algoma Trail,Residential
70492aad-a106-427a-9483-85e6186a3119,176 Golden Leaf Street,Residential
70492aad-a106-427a-9483-85e6186a3119,4311 Browning Court,Residential
ff48626b-93e3-4378-a6d0-30f82984638f,2781 Clarendon Trail,Residential
3292bc68-b41e-4a05-bcef-5977b6d163b2,754 Bashford Street,Residential
3292bc68-b41e-4a05-bcef-5977b6d163b2,874 Sage Place,Residential
0b8f993e-bc86-4935-b03d-8309d648e496,9 Cordelia Road,Residential
0b8f993e-bc86-4935-b03d-8309d648e496,4059 Briar Crest Parkway,Residential
0b8f993e-bc86-4935-b03d-8309d648e496,8 Arrowood Drive,Residential
666225bb-3138-4f1d-b593-417c0a5105df,4 Westend Drive,Residential
666225bb-3138-4f1d-b593-417c0a5105df,3935 Sunbrook Street,Residential
fa19de4d-574c-4579-bc3d-0c6ebfbd8d7b,48460 Forest Dale Hill,Residential
e4b751ac-ef7f-4e14-81cc-ee688a917fc0,68536 Colorado Terrace,Residential
417cd010-83a5-46d8-926a-e820514b0854,34246 Iowa Terrace,Commercial
ea9b707a-d709-41ea-adc6-fa737d60acdb,52 Clemons Hill,Residential
26cbf121-06c5-4bbf-84c5-1ee52692cc06,2069 Wayridge Pass,Residential
26cbf121-06c5-4bbf-84c5-1ee52692cc06,7215 Sycamore Park,Residential
26cbf121-06c5-4bbf-84c5-1ee52692cc06,9054 Grover Park,Residential
cc7088b1-33be-472c-b082-d222b34628d6,88 Crowley Hill,Residential
303313d8-45d8-4e89-85e1-52c5606594db,9301 Truax Plaza,Residential
356971cc-7cdf-44d3-b758-4c9dcf453553,930 Westport Junction,Residential
08a3c94f-f873-4707-a919-23d6d4f4fe80,8 Basil Center,Residential
e53f2326-3123-4852-8182-faf934ee3494,23860 Lindbergh Junction,Residential
e53f2326-3123-4852-8182-faf934ee3494,5425 Vernon Way,Residential
c080add9-daf4-4ec8-a335-2531b59e05ef,200 Clarendon Place,Commercial
c080add9-daf4-4ec8-a335-2531b59e05ef,07 Clove Street,Commercial
8e52689f-14d8-475e-adbf-dd036af39ec1,94392 Menomonie Point,Residential
8e52689f-14d8-475e-adbf-dd036af39ec1,57597 Mayer Point,Residential
095ce310-4826-4c11-8ff4-1a8269ed0e08,11764 Tony Crossing,Residential
801a8e1b-e047-48eb-85d4-65b2a67bda99,895 Farwell Center,Residential
8e198010-bbdf-4578-a5fd-40716af28c45,70 School Road,Residential
a3d9e5f9-6613-4146-b6a7-275bff115946,2 Hovde Crossing,Residential
dd5756b1-e252-4baf-a977-0ff2d9a5e6ee,4 East Drive,Residential
dd5756b1-e252-4baf-a977-0ff2d9a5e6ee,5 Dovetail Center,Residential
632330a9-d582-4ca6-a6e1-4821faa2d772,8 Rusk Point,Residential
1b0d2425-24d8-4849-9f29-87aeb303fbdb,5 1st Alley,Residential
be590c29-f00f-4e02-9b7c-333b7831c074,04774 Sunbrook Point,Residential
be590c29-f00f-4e02-9b7c-333b7831c074,75 Hintze Terrace,Residential
be590c29-f00f-4e02-9b7c-333b7831c074,806 Lien Park,Residential
b83459ee-b292-416c-8047-7fc62a38c61f,691 Victoria Alley,Residential
b83459ee-b292-416c-8047-7fc62a38c61f,06912 Menomonie Terrace,Residential
23f607ae-5c7d-41d9-8e8f-52a059b93185,8 Petterle Drive,Residential
e6e2cf54-aa95-42bf-8c16-31dd737f8c60,15296 Dahle Alley,Residential
1117bd34-e5d3-4694-ba3e-3defc1b44b24,5194 8th Avenue,Residential
1117bd34-e5d3-4694-ba3e-3defc1b44b24,97 2nd Pass,Residential
49b68c1a-5e2c-4bb1-9755-da5792160387,518 American Ash Crossing,Residential
550cb428-8257-4d82-a758-36c41bb89ac7,14 Twin Pines Terrace,Residential
550cb428-8257-4d82-a758-36c41bb89ac7,18 Arizona Pass,Residential
550cb428-8257-4d82-a758-36c41bb89ac7,3 Sherman Street,Residential
43c443ee-cabe-4f37-b127-da7b231cd4e4,488 Clemons Avenue,Commercial
1104fd44-54fe-4fd5-943f-c84b11643a87,69495 Dorton Plaza,Residential
1104fd44-54fe-4fd5-943f-c84b11643a87,3 Onsgard Parkway,Residential
c4b397d5-9475-4fd6-9772-950290ec7291,1 Londonderry Plaza,Residential
c4b397d5-9475-4fd6-9772-950290ec7291,4 Spohn Circle,Residential
2fff3a40-9624-4475-a820-09835fa98b6e,4 Florence Street,Commercial
b603fa8c-3139-4f32-9feb-24d5486523d9,976 Kensington Crossing,Residential
699e27da-95af-402b-920c-06063f56d4b7,08145 Judy Court,Residential
699e27da-95af-402b-920c-06063f56d4b7,44081 Sunbrook Park,Residential
83ae2b2e-9fe7-43d4-9d87-79875876e1fc,5 2nd Center,Residential
2ee72425-e7b2-49c7-9b4f-b899d412e575,492 Miller Crossing,Residential
20a07982-5618-4825-89b7-3dabc3fb1e94,298 Buena Vista Center,Residential
20a07982-5618-4825-89b7-3dabc3fb1e94,3 Sherman Street,Residential
20a07982-5618-4825-89b7-3dabc3fb1e94,1385 Bunker Hill Park,Residential
933a5b2d-0637-49ec-bb1f-5cf9ad29279d,56 Heath Parkway,Residential
933a5b2d-0637-49ec-bb1f-5cf9ad29279d,1057 Pennsylvania Lane,Residential
933a5b2d-0637-49ec-bb1f-5cf9ad29279d,07790 Canary Center,Residential
ca6c75e6-ccd7-4778-8b02-50c777e6e138,853 Summit Plaza,Residential
4ea109c2-215a-498a-bce5-050856898823,3456 Elmside Junction,Residential
551d5e4c-a73d-416b-8131-cda4e23c98f4,1 Warner Park,Residential
7888740b-29af-40f8-85b6-3ecb95600af0,5925 Bashford Parkway,Residential
7888740b-29af-40f8-85b6-3ecb95600af0,049 Bonner Hill,Residential
c09a0dc6-46aa-4284-bcde-c8af36e82025,0 Cascade Avenue,Residential
49e4e4b8-9617-4eef-8250-8df11b44206d,11613 Doe Crossing Road,Commercial
b03d0010-7a99-4132-bc0c-68073a7931f7,36 Pond Parkway,Residential
fc7ce130-4f5a-41f4-8b17-32ce804cd256,02 Talisman Plaza,Residential
85a7e7c7-1492-433d-991b-d1956bd79ba6,08 Warbler Plaza,Commercial
a04af230-2350-47aa-ab3a-4e80858cda22,0532 Mayer Parkway,Residential
a04af230-2350-47aa-ab3a-4e80858cda22,07790 Canary Center,Residential
a04af230-2350-47aa-ab3a-4e80858cda22,69 Susan Street,Residential
a1a70af5-09df-41d8-a07d-36922089ec49,366 Hansons Lane,Residential
02927582-1e71-44df-97f3-9945085abd50,91414 Oak Parkway,Residential
ce07b413-f156-4619-b876-77170f390271,362 South Junction,Residential
feebbbbb-73c6-4140-888e-c29f9379dcfb,0 Graceland Place,Residential
5f86b3f0-e8bd-40ef-a214-e34e6a860a5e,6 Pankratz Street,Residential
489414b5-2ce1-4b2a-b381-34db66c45e15,130 Nobel Court,Residential
489414b5-2ce1-4b2a-b381-34db66c45e15,187 Michigan Place,Residential
2f1b71ec-2a47-4e73-a694-fc7712124c95,05 Stone Corner Circle,Residential
7541bad3-d014-4bde-8454-ffe026873e81,9104 Crownhardt Junction,Residential
1262bd82-e543-4666-a6ba-af60a3b847a2,14294 Hoepker Avenue,Residential
1262bd82-e543-4666-a6ba-af60a3b847a2,48347 Victoria Place,Residential
dfa3106b-8c73-4cd1-8f37-0d98fa46b6f8,6181 Petterle Way,Commercial
d1b1ac86-2477-447d-8f6c-e1a78fdd941d,332 Thierer Road,Residential
72cef61b-d07a-46c5-9edb-0c2462a1d8de,4697 Eggendart Point,Residential
c43192dc-b40a-452f-9380-fe28bdd67144,87429 Loftsgordon Park,Residential
16579966-1231-4364-9994-3e349b9694d4,1889 Lyons Drive,Residential
490107df-661d-47ac-99cf-bdb0f3d87697,012 Elka Park,Residential
490107df-661d-47ac-99cf-bdb0f3d87697,759 Garrison Pass,Residential
2a143248-cdbe-4c1e-9b86-e1c7ad4b381c,7276 Randy Center,Residential
a7de7d8c-d842-4fcc-b09a-b46129be870c,626 Fair Oaks Parkway,Residential
20632acd-e528-46f2-8526-754904b116a8,003 Artisan Hill,Residential
20632acd-e528-46f2-8526-754904b116a8,5040 Warrior Way,Residential
20632acd-e528-46f2-8526-754904b116a8,79 Lakeland Point,Residential
34cca796-0caf-4abe-a938-c24eca1ef0ef,61384 Truax Pass,Residential
d4c2c754-4863-4320-917d-2eade3fefc32,9454 Mallard Court,Residential
5a0c54c8-77a8-4171-840b-bdc8a96ab194,1 Bartillon Alley,Residential
47eebafe-3251-4114-8a80-db0b4a23a0b3,30053 Vidon Parkway,Residential
47eebafe-3251-4114-8a80-db0b4a23a0b3,74 Merrick Parkway,Residential
47eebafe-3251-4114-8a80-db0b4a23a0b3,52430 Vera Point,Residential
81790f1e-2830-4ecc-8324-dc07c0025e76,1 Division Center,Residential
0eb39fc7-54c4-4d47-9c5b-8328a941cae6,77 Upham Street,Residential
0222d469-c56b-4bd8-8536-967210739a6d,26824 Prentice Parkway,Residential
fecd663e-a8f8-4680-9523-88477ee6f018,3 Talisman Road,Residential
268e477f-cc02-44e7-be5f-d9d8c90175b5,0420 Bluestem Alley,Residential
268e477f-cc02-44e7-be5f-d9d8c90175b5,79 Lakeland Point,Residential
268e477f-cc02-44e7-be5f-d9d8c90175b5,4562 Lukken Hill,Residential
d77dbd8a-b2a7-4f31-bed2-5f1da6a4633b,41 Fallview Drive,Residential
d77dbd8a-b2a7-4f31-bed2-5f1da6a4633b,7985 Rigney Pass,Residential
8e161f37-7881-420a-baff-3a2477c4219f,482 Elka Drive,Residential
020a2601-4b59-4296-956f-97b7cad00150,8 Golf View Terrace,Residential
b26086d7-561c-46f8-9128-97e3e1756d64,2421 Ridge Oak Way,Residential
f7877488-5c0f-4ece-b9c3-eae1a294f27d,237 Kropf Way,Residential
1520bc3b-d6ce-450b-afa2-42d6b8530cb9,5764 Talisman Way,Commercial
20655f5a-645a-40aa-a6c4-d6345c4ce4c5,400 Marquette Center,Residential
20655f5a-645a-40aa-a6c4-d6345c4ce4c5,5196 Hazelcrest Junction,Residential
20655f5a-645a-40aa-a6c4-d6345c4ce4c5,75380 Dorton Plaza,Residential
d45105f9-2358-4879-8b51-2f24e09ce37c,738 Blackbird Crossing,Commercial
d45105f9-2358-4879-8b51-2f24e09ce37c,10871 Declaration Terrace,Commercial
d45105f9-2358-4879-8b51-2f24e09ce37c,617 Victoria Terrace,Commercial
609a9f4c-609f-41e2-819f-3fb8154a408d,5 Onsgard Junction,Commercial
ade88c75-b7ba-4283-b602-41107eb34589,03716 Crest Line Parkway,Residential
13c30648-3b7c-4331-ab9a-68aae712eff0,83 Melrose Lane,Commercial
2243398b-97ce-4d8b-8f79-e5f755222af6,49 Thierer Point,Residential
6b8a6805-0d38-45a5-910f-643a311a9c85,98510 Beilfuss Street,Residential
a1655d73-02be-4679-a897-60274dab758c,788 Holmberg Terrace,Residential
27458085-d0f5-4147-b6ca-360fd10bc614,4 Arrowood Terrace,Residential
27458085-d0f5-4147-b6ca-360fd10bc614,149 Hagan Trail,Residential
95951793-e6be-4f0e-a311-9c481a56d9f3,09692 Bunting Street,Residential
8be0eba4-1019-4101-85c3-28a631654082,249 Fallview Place,Residential
871d7e5a-9eea-403d-8c72-e5f34fff6e6d,92 Declaration Pass,Residential
871d7e5a-9eea-403d-8c72-e5f34fff6e6d,14 Sloan Place,Residential
